created_at,text,category
2023-01-25 08:56:39+00:00,presiden jokowi tak salah bila kata hati hati tahun menkeu sri mulyani sebut masalah alarm resesi memang benar,0
2023-01-25 09:16:54+00:00,menteri pariwisata ekonomi kreatif sandiaga salahuddin uno kata ancam resesi kira pengaruh jumlah negara jadi pasar wisman indonesia tahun,0
2023-01-25 09:51:12+00:00,prabowo subianto meski angsur pulih ancam resesi ekonomi tahun,0
2023-01-25 11:32:58+00:00,lonjak komoditas sangat untung ekonomi indonesia bisa tahan tengah resesi,1
2023-01-25 18:35:30+00:00,udah fase dekat resesi ekonomi,0
2023-01-25 20:01:38+00:00,ancam resesi ekonomi as wall street buka jatuh,0
2023-01-25 20:11:29+00:00,ekonomi indonesia hadap resesi global,0
2023-01-25 20:11:41+00:00,tumbuh ekonomi ri jauh lebih tinnggi banding dunia nyungsep,1
2023-01-26 03:00:40+00:00,ekonomi indonesia kuat bisa hadap ancam resesi global,1
2023-01-26 03:07:30+00:00,berita resesi inflasi phk sejak tahun lalu keliling berita negatif kena ekonomi pasar kerja tentu buat semua orang rasa resah karena kami dari linkedin news asia bincang beberapa pakar karier,0
2023-01-26 03:22:35+00:00,gubernur bi perry warjiyo wanti wanti ekonomi global ini hadap tantang berat ketidakpastian bahkan deret negara ramal bakal resesi,0
2023-01-26 03:28:40+00:00,hebat ekonomi indonesia mampu hadap resesi global,1
2023-01-26 03:57:05+00:00,indonesia milik daya tahan topang ekonomi dari bagai aspek sudah siap sumber daya alam limpah kuat dari sisi produksi distribusi beri modal hadap ancam resesi,1
2023-01-26 04:03:35+00:00,ekonomi indonesia baik indonesia bebas dari resesi,1
2023-01-26 04:24:12+00:00,kl ekonomi resesi pangkas gaji yg terlalu gede dulu,0
2023-01-26 04:26:03+00:00,optimistis resesi ekonomi global tidak dampak indonesia,1
2023-01-26 06:40:55+00:00,harap rusia segera damai akhir perang siapa amin kalau rusia ukraina damai ekonomi dunia tumbuh baik insyalloh akan selamat dari krisis resesi,1
2023-01-26 07:00:02+00:00,ekonomi stabil publik puas jokowi mampu keluar indonesia dari resesi,1
2023-01-26 07:00:31+00:00,ekonomi stabil publik puas saya optimis kerja pak jokowi yg buat ekonomi stabil tengah resesi yg jadi negara besar beliau usaha cari jalan utk buat stabil,1
2023-01-26 07:00:32+00:00,jg optimis kerja pak jokowi yg buat ekonomi stabil tengah resesi yg jadi negara besar ekonomi stabil publik puas,1
2023-01-26 07:01:00+00:00,memang hantu resesi ekonomi sedang ketuk dunia global tapi dari bagai ahli nyata indonesia aman ekonomi stabil publik puas,1
2023-01-26 07:01:30+00:00,puas publik paling tonjol bidang ekonomi indonesia optimis selamat tengah resesi mantap pak ekonomi stabil publik puas,1
2023-01-26 07:02:37+00:00,ekonomi stabil publik puas kerja jokowi sangat luar biasa keluar dari resesi global,1
2023-01-26 07:04:30+00:00,cabut ppkm yg laku presiden jokowi hasil bawa ekonomi indonesia terus stabil tengah ancam resesi global ekonomi stabil publik puas,1
2023-01-26 07:05:00+00:00,ekonomi indonesia nilai cukup resiliens hadap bayang bayang resesi dampak tetap rasa ekonomi stabil publik puas,1
2023-01-26 07:05:00+00:00,perintah terus upaya pasti masyarakat hidup kondisi aman negara negara besar hantu ancam resesi ekonomi ekonomi stabil publik puas,1
2023-01-26 07:05:00+00:00,saat banyak negara juang keluar dari krisis ekonomi akibat pandemi potensi resesi global indonesia bawah pimpin presiden jokowi justru hasil atas ekonomi stabil publik puas,1
2023-01-26 07:05:00+00:00,kerja pak jokowi buat masyarakat puas salah satu ialah bijak tangan covid ppkm jadi ekonomi indonesia bangkit dan rendah potensi resesi ekonomi stabil publik puas,1
2023-01-26 08:40:08+00:00,resesi ekonomi sebut akan bayang banyak negara tahun dan banyak bisnis tekan startup masih bisa ancam,0
2023-01-26 09:06:04+00:00,bank indonesia sebut tumbuh ekonomi global lambat akibat potensi resesi,0
2023-01-26 10:21:32+00:00,resesi ekonomi resesi nyata ekonomi lesu suatu niscaya para jabat foya foya gaji tunjang wah yg notabene gaji dari apbn yg asal dari uang rakyat halo tuan apa kabar hari sudah tahu info baru dari rakyat,0
2023-01-26 10:35:41+00:00,ekonomi indonesia tetap tangguh meski sedikit gerus dampak resesi global,1
2023-01-26 11:04:45+00:00,ekonomi eropa as china lemah jokowi justru bebas ri dari resesi orgsm day lesti paling indonesia minions,0
2023-01-26 11:37:44+00:00,resesi ekonomi intai startup makin ancam,0
2023-01-26 11:43:28+00:00,tidak usah tunggu sampe beneran perang ancam resesi ekonomi sangat nyata depan mata harga minyak bumi yg tdk stabil buat banyak negara sakit pala inflasi naik biaya transport buat bahan baku akan berat utk beli,0
2023-01-26 12:01:19+00:00,ekonomi ri tetap tangguh meski sedikit gerus dampak resesi global,1
2023-01-26 13:10:45+00:00,ekonomi global bayang resesi tahun bahkan ada beberapa negara sudah terjun jurang resesi,0
2023-01-26 13:34:38+00:00,bye resesi insyallah ekonomi indonesia tidak gelap,1
2023-01-26 14:09:34+00:00,ekonomi indonesia tetap tangguh meski dampak resesi global tingkat anggur miskin indonesia turun perintah optimis tumbuh ekonomi tahun bisa capai persen via,1
2023-01-26 14:10:34+00:00,amat perppu ciptaker strategis hadap resesi ekonomi,1
2023-01-26 14:11:35+00:00,optimis kerja pak jokowi beliau buat ekonomi stabil tengah resesi yg jadi negara besar beliau usaha cari jalan buat dalam ubah ekonomi stabil publik puas,1
2023-01-26 14:48:57+00:00,perintah yakin ekonomi tetap tangguh kena dampak resesi global,1
2023-01-26 15:08:04+00:00,perintah upaya cegah potensi resesi ekonomi lalu perppu cipta kerja,1
2023-01-26 19:54:01+00:00,ekonomi indonesia prediksi tetap tangguh meski sedikit dampak resesi global,1
28/01/2023 13:41,fyi yg buat tahan dari resesi global krn pdb dari konsumsi panjang ramai orang hajat pest ekonomi masih baik baik,1
28/01/2023 14:26,ekonomi eropa as china lemah jokowi justru bebas ri dari resesi orgsm day lesti paling indonesia minions,1
28/01/2023 14:40,tidak gebrak rezim jok hal atas resesi ekonomi yg asa makin berat beban utang makin roket tak kendali,0
28/01/2023 15:24,kemudian dari sisi pulih ekonomi jabar bilang relatif lesat bahkan pandemi ancam resesi sekalipun investasi jabar tetap tinggi catat tahun nilai investasi jabar rp triliun ridwan kamil,1
28/01/2023 16:46,menteri badan usaha milik negara bumn minta hadap potensi resesi investasi gas pol pulih ekonomi,1
28/01/2023 21:21,utang makin besar rupa salah satu kriteria gagal perintah kelola negara utang indikator resesi siap landa besar utang sejati bukti negara salah kelola ekonomi negara jelas ancam mangkrak,0
29/01/2023 00:55,indonesia prediksi tidak dampak signifikan resesi ekonomi global,1
29/01/2023 01:21,wall street pek takut resesi jadi tantang saham energi,0
29/01/2023 02:00,indonesia siap hadap resesi adalah kerja keras perintah bangkit ekonomi indonesia,1
29/01/2023 02:00,tahan resesi bi yakin tumbuh ekonomi ri lebih dari persen,1
29/01/2023 02:29,ekonomi indonesia kuat hadap resesi global faktor utama energi pangan finansial baik,1
29/01/2023 02:55,indonesia milik daya tahan topang ekonomi kuat dari bagi aspek sudah siap hadap resesi global,1
29/01/2023 03:00,tengah ancam resesi dunia tumbuh ekonomi domestik atas persen bfvvirc ho,1
29/01/2023 03:10,ekonomi indonesia ttp stabil guncang badai covid resesi yg landa ekonomi global klp sekarang si wan ngibul yg jadi presiden pasti bangkrut indonesia kya negara,1
29/01/2023 03:42,indonesia bebas resesi tumbuh ekonomi ri baik,1
29/01/2023 04:07,tengah ancam resesi dunia tumbuh ekonomi domestik atas persen,1
29/01/2023 04:14,erick thohir beri solusi selamat indonesia dari ancam resesi menteri bumn dorong energi baru baru hilir sumber daya alam produk negeri laku umkm cipta lapang kerja tumbuh ekonomi,1
29/01/2023 05:00,duga faktor resesi ekonomi phk massal juga tunjuk satu penting makin geser kerja kerah putih sistem cerdas buat ai ai makin banyak guna cerdas manusia makin geser,0
29/01/2023 06:12,indonesia nilai tidak dampak resesi ekonomi,1
29/01/2023 06:20,lps kira ekonomi indonesia tumbuh baik daya tahan ekonomi indonesia panjang jaga relatif baik hrs ttp waspada dlm hadap risiko resesi global sehingga stabilitas kuat pulih ekonomi tetap lanjut,1
29/01/2023 08:03,atur undang undang perppu cipta kerja ciptaker sebut sebut tolong indonesia dari resesi ekonomi global prediksi jadi tahun masyarakat apresiasi jokowi kait terbit perppu ciptaker,1
29/01/2023 08:10,dunia ancam masuk resesi ekonomi menteri bumn optimistis indonesia tahun jauh dari ancam resesi tumbuh ekonomi indonesia topang konsumsi domestik kuat,1
29/01/2023 08:43,berita buruk kadrun said refli rizal gerung kawan kawan say no to resesi ekonomi ri ramal cerah tumbuh,1
29/01/2023 15:29,bukti lama pandemi bagaimana pak tangan ekonomi sama menteri hingga ga perosok dalam jurang resesi ekonomi proud,1
29/01/2023 15:54,ancam ekonomi iman resesi bakal banyak yg goyah iman,0
29/01/2023 17:33,kira makan siang gratis amerika kasih tunjang lockdown sekarang sedang nikmat hasil inflasi gila ekonomi paksa rem naik suku bunga yg akibat justru picu resesi,0
29/01/2023 22:00,sejak mak pidato ultah ekonomi cepat langsung baik tdk khawatir akibat ancam resesi perang global gak jadi deh,1
29/01/2023 23:08,indonesia nilai cukup tangguh tengah gelombang ketidakpastian dunia arah resesi global indonesia jadi cercah harap tengah suram ekonomi global,1
29/01/2023 23:24,makin maju umkm indonesia topang ekonomi bukti mampu tahan meski gelombang resesi hampir,1
30/01/2023 00:06,jumlah duduk kualitas sekarang jadi kuat ekonomi buah negara negara kini alami resesi seks indonesia tidak tumbuh persen,1
30/01/2023 01:36,jokowi pede ri pimpin asean keluar dari ancam resesi hingga krisis ekonomi,1
30/01/2023 01:55,maju ekonomi baik alhamdulillah indonesia resesi,1
30/01/2023 02:00,ini indonesia dalam tahap resesi ekonomi phk mana ekonomi sulit lalu usaha kecil kena dampak rokok bukan anak,0
30/01/2023 02:10,resesi ekonomi sangat dampak semua kalang ayo jangan usaha kecil kena dampak rokok bukan anak,0
30/01/2023 02:10,ini resesi ekonomi phk mana ekonomi sulit jadi juga rokok bukan anak rokok bukan anak,0
30/01/2023 02:10,ini dalam tahap resesi ekonomi penggangguran banyak loh lalu dagang asong nasib nya gimana rokok bukan anak,0
30/01/2023 02:10,ekonomi sedang sulit ada resesi masa rakyat kecil kena dampak akibat revisi pp rokok bukan anak,0
30/01/2023 02:10,indonesia dalam tahap resesi ekonomi dgn phk mana ekonomi sulit lalu usaha kecil kena dampak aduh coba difikirkan deh rokok bukan anak,0
30/01/2023 02:10,nahh tuh indonesia dalam tahap resesi ekonomi phk mana ekonomi sulit lalu usaha kecil kena dampak rokok bukan anak,0
30/01/2023 02:10,indonesia dalam tahap resesi ekonomi phk mana rokok bukan anak,0
30/01/2023 02:35,moga optimis indonesia mampu stabil ekonomi tengah ancam resesi,1
30/01/2023 02:44,tau gak gaiss indonesia dalam tahap resesi ekonomi phk mana ekonomi sulit lalu usaha kecil kena dampak rokok bukan anak,0
30/01/2023 02:49,janji jokowi pimpin asean keluar dari ancam resesi krisis ekonomi,1
30/01/2023 02:56,warga as mulai berani belanja tapi khawatir resesi,0
30/01/2023 03:09,asean terus jaga tumbuh ekonomi kata jokowi,1
30/01/2023 03:49,perppu ciptaker solusi hadap resesi ekonomi global,1
30/01/2023 04:25,ubah buat rakyat amerika serikat ekonomi negara akan baik resesi berkat sda dari indonesia,1
30/01/2023 04:30,akademisi ingat pemkot madiun antisipasi ancam resesi,0
30/01/2023 05:16,sri mulyani beri sinyal resesi mungkin batal jadi,1
30/01/2023 05:50,jokowi kerja keras tengah ancam resesi dunia tumbuh ekonomi domestik atas persen,1
30/01/2023 07:36,belakang isu resesi kuat kira seluruh dunia alami era resesi tahun ekonom kira ada turun yg signifikan giat ekonomi karena tiap orang rasa mesti melek bagaimana cara atur uang,0
30/01/2023 09:12,menteri bumn erick thohir minta bumn hadap potensi resesi ancam dunia tahun dorong investasi bumn turut minta terus buka lapang kerja hadap ancam resesi tahun jokowi gas pol pulih ekonomi,1
30/01/2023 09:33,indonesia prediksi bebas dari awan gelap ekonomi,1
30/01/2023 11:57,kak erick thohir tipe pimpin profesional sangat optimis beri solusi utk cegah resesi ke indonesia dgn naik laba bumn seperti resesi tidak bisa ke indonesia ekonomi indonesia lumayan baik,1
30/01/2023 12:09,bbm naik wajar minyak dunia emang naik ekonomi global jg blm stabil ada isu resesi mending bgt indo kaga inflasi amp phk gede an spt amerika coba cek deh kembang negara bukan indo masuk yg mending bgt,1
30/01/2023 12:37,njing bener orang tau untung yg pernah terima kasih atas jerih payah mati an perintah terus tahan langsung tumbuh ekonomi tengah rontok ekonomi negara dunia akibat resesi,0
30/01/2023 12:55,dapur tetap ngebul tengah khawatir resesi global ekonomi negeri blm stabil akibat pandemi cara paling mudah cari uang ini tetap tahan adlh dgn cara jadi jilat,0
30/01/2023 13:27,kabar gembira kita semua menteri uang beri sinyal batal resesi,1
30/01/2023 14:01,sistem kerja kolaborasi bahkan dorong adopsi para laku usaha mikro kecil tengah umkm bukti hasil cipta tumbuh ekonomi,1
30/01/2023 14:34,komisi vi dpr dorong holding badan usaha milik negara bumn asuransi indonesia financial group ifg susun implementasi strategi mitigasi risiko antisipasi dampak fluktuasi ekonomi global lengkap,1
30/01/2023 14:48,ekonomi jerman kontraksi persen resesi teknikal dekat,0
30/01/2023 15:08,rukun umat pilar kuat bangsa kapolres lumajang akbp boy jeckson sebut rukun antara umat agama salah satu pilar utama kuat bangsa rukun umat jadi modal kuat hadap tantang resesi ekonomi global,1
30/01/2023 15:23,negeri makin suram sudah hantu ancam resesi ekonomi krisis pangan krisis energi tambah ancam resesi seks parah aku politis nkri harga mati amp tolak terap syariat khilafah tutup mata semua soal,0
30/01/2023 16:53,pak menko yakin indonesia lalu tantang ekonomi dengan beber salah satu analis cerah imf indonesia,1
30/01/2023 17:05,resesi hantu negara negara kini mulai ketua asean jokowi pimpin keluar dari ancam resesi juga iring dari tumbuh ekonomi indonesia jd id berani nangka putin iphone,1
30/01/2023 17:09,ekonomi tingkat indonesia jauh resesi semangat mang jabat utama jokowi jajar indonesia keluar dari ancam resesi tuju indonesia emas bunuh dewa united egy jd id,1
30/01/2023 17:24,menlu ekonomi dunia bayang resesi managing director imf sampai tiga dunia alami resesi tahun ratus juta orang negara tidak resesi akan rasa resesi,0
31/01/2023 01:24,resesi global investasi asing indonesia lambat,0
31/01/2023 01:29,jusuf kalla sebut resesi ekonomi indonesia tak jadi,1
31/01/2023 01:54,awal bulan januari internastional monetary fund imf ingat di tahun tiga ekonomi dunia alami resesi,0
31/01/2023 02:57,imf bawa kabar baik resesi ekonomi global mungkin tidak jadi,1
31/01/2023 04:44,imf tinggi proyeksi ekonomi global kira tidak resesi,1
31/01/2023 04:45,tulis buku rich dad poor dad robert kiyosaki dapat bitcoin rupa salah satu aset layak investasi mampu tahan bada ekonomi terjang,1
31/01/2023 05:55,khawatir imbas resesi global bayang target tumbuh ekonomi indonesia gubernur bank indonesia bi perry warjiyo minta seluruh pihak tetap waspada kembang ekonomi global,1
31/01/2023 05:57,guna asa tutup picik kelas kuasa tidak ada damai antara imperialis sistem sosial hanya orientasi profit dan bukan manusia diplomasi lula hanya ekonomi borjuis brazil ancam resesi,0
31/01/2023 06:01,indonesia selamat dari covid resesi ekonomi alhamdulillah indonesia beri selamat lalu hanya saja tidak mau aku rasa tidak selamat padahal jelas lolos dari covid tetap makan minum usaha indonesia kufur nikmat,1
31/01/2023 06:03,jokowi optimis indonesia pimpin asean keluar dari ancam resesi hingga krisis ekonomi pagi episode we love you jaemin persija nangka acbd ac,1
31/01/2023 06:13,betul sekali sekarang aja sdh asa semenjak issu resesi banyak yg nahan uang akibat rakyat yg tingkat ekonomi bawah kaya amat asa sekali yg ekonomi mapan mungkin ga terlalu asa turut,0
31/01/2023 07:32,imf naik proyeksi tumbuh ekonomi resesi persepsi,1
31/01/2023 07:42,ekonomi indonesia yakin relatif kebal resesi global,1
31/01/2023 07:55,menteri investasi bkpm tetap yakin ada harap indonesia kelit dari dampak resesi global simak lengkap yuk,1
31/01/2023 08:10,jokowi umum indonesia bebas resesi tumbuh ekonomi indonesia jadi salah satu tinggi dunia guru episode nikah kua pernah duit siang premium bunuh frank nangka persija shafaa pernah witan,1
31/01/2023 08:11,resesi gambar kondisi tumbuh ekonomi tumbuh negatif lama triwulan turut turut jadi yang tampak tidak jadi buah tabu alami banyak negara dunia masuk indonesia,0
31/01/2023 08:15,ancam resesi ada bagaimana prospek ekonomi indonesia,0
31/01/2023 08:28,belum telah ingat resesi global ada sini bulan bulan lalu tingkat alarm kena ekonomi global makin buruk,0
31/01/2023 08:28,lama beberapa bulan akhir robert kiyosaki ingat roket inflasi suku bunga sebab resesi global salah bijak moneter the fed situasi ekonomi desak investor siap hadap jatuh,0
31/01/2023 09:18,sadar kalian resesi jadi beberapa faktor salah satu inflasi deflasi lebih perlu sosok pimpin paham alur ekonomi indonesia tetap terang ekonomi,1
31/01/2023 09:21,negara ekonomi besar eropa kontraksi sinyal resesi depan mata,0
31/01/2023 10:17,tahan dari resesi tahun percaya diri butuh wanita bayang ekonomi penting hidup khawatir resesi hal wajar kita perlu survive jalan hidup,1
31/01/2023 10:35,tumbuh sudah bagus banget sekarang dunia terpa resesi ekonomi dunia,1
31/01/2023 10:44,optimis bisa,1
31/01/2023 11:19,meski angsur pulih ancam resesi ekonomi tahun prabowo subianto,0
31/01/2023 12:02,kabar baik dari imf resesi ekonomi global mungkin landai,1
31/01/2023 12:06,kabar kena resesi ekonomi pada akhir sebab ketidakstabilan harga butuh pokok indonesia itu harga minyak dunia lambung tinggi akibat krisis energi global,0
31/01/2023 12:12,isu resesi ekonomi muncul krisis pangan mulai tahun case butuh sosok pimpin masyarakat,1
31/01/2023 12:14,bahas sangat tarik resesi ekonomi moga gak jadi lah bener jadi momok masyarakat khusus emak,1
31/01/2023 12:14,beberapa waktu akhir indonesia bayang resesi ekonomi dapat pengaruh tahan satu bangsa,0
31/01/2023 12:14,tahun politik nilai ada bayang bayang ancam krisis pangan resesi ekonomi loh,0
31/01/2023 12:14,soal ekonomi bayang bayang resesi nyata perintah sedia anggar besar gede ya budget buat tahan pangan sip rasa aman jadi,1
31/01/2023 12:21,hadir ketua umum aptindo franciscus welirang bahas kena ancam krisis pangan resesi negeri masih bayang ancam sebut meski tumbuh pulih ekonomi cukup positif,1
31/01/2023 12:21,isu resesi ekonomi krisis pangan mulai muncul tahun oleh itu indonesia butuh sosok pimpin bisa rakyat beri langkah strategis,1
31/01/2023 12:24,resesi ekonomi global rupa tantang sehingga indonesia siap lebih awal rangka siap sukses pesta demokrasi negara,1
31/01/2023 12:30,kata pak franky kait resesi ekonomi diperlukam bijak pasca panen tahan pangan ibu siti nilai perintah pusat perlu hadir rakyat bangun indonesia dari daerah,1
31/01/2023 12:34,resesi ekonomi hantu jelang tahun politik indonesia perlu atas gotong royong penuh toleransi,1
31/01/2023 12:36,kasak kusuk resesi ekonomi global hantu ekonomi benar benar perhati bisa jadi celah resiko hadir rusuh justru saat milu tahun depan,0
31/01/2023 12:36,yuk harus inovasi mampu cetak generasi matang hindar dari resesi ekonomi,1
31/01/2023 12:38,indonesia punya tumbuh ekonomi positif konon negara bisa kebal hadap ancam resesi tapi lain pihak krisis pangan depan mata,1
31/01/2023 12:39,resesi ekonomi hantu indonesia anggar perintah sedia anggar tahan pangan triliun,0
31/01/2023 12:44,bagaimana soal krisis pangan resesi indonesia jujur bayang krisis pangan meski sisi awal tahun alami ekonomi positif anggar tahan pangan tinggi nila triliun,0
31/01/2023 12:46,nah balik bahas resesi yaa meski indonesia buka taun dg ekonomi positif bayang resesi ada,1
31/01/2023 12:48,tangan tahan pangan laku serius hadap resesi ekonomi jelang tahun politik perintah ada pihak tani,1
31/01/2023 12:50,tetap optimis indonesia mampu hadap ancam resesi ekonomi global songsong tahun politik lancar lama semua pihak depan satu prioritas maju bangsa,1
31/01/2023 12:51,the bright side in the dark indonesia nilai siap hadap resesi global imf,1
31/01/2023 12:54,juga hadap dgn isu resesi ekonomi kata pak franky perlu bijak pasca panen tahan pangan,1
31/01/2023 12:58,semua udah tau kalo ada kabar kena resesi ekonomi dampak seluruh aspek salah satu lonjak harga butuh pokok,0
31/01/2023 12:58,semua tetap optimis indonesia mampu hadap ancam resesi ekonomi global songsong tahun politik lancar damai,1
31/01/2023 13:00,resesi ekonomi jadi bayang bayang indonesia sebentar akan hadap tahun politik,0
31/01/2023 13:03,pak franciscus harap tani satu lebih kuat misal lalu koperasi ekonomi tetap jalan tengah ancam resesi terus edukasi tani tengah zaman digitalisasi,1
31/01/2023 13:05,siap sedia pangan cukup ekonomi makin pulih semua lewat resesi tani upgrade diri biar go digital moga perintah bijak tuk pisah bijak politik ekonomi,1
31/01/2023 13:35,ramal lambat ekonomi global sri mulyani risiko resesi as eropa,0
31/01/2023 14:28,imf pangkas proyeksi tumbuh ekonomi ri menkeu yakin tidak sampai resesi,1
31/01/2023 14:32,hadap indonesia bayang dgn hadap dgn ancam resesi ekonomi penuh dgn situasi ketidakpastian kondisi tentu turut jadi faktor ancam situasi politik utas,0
31/01/2023 23:16,respons tutup seluruh layan presiden buruh resesi ekonomi tak hindar,0
31/01/2023 23:18,ekonomi eropa utama usa makin burik lockdown inflasi dampak krisis energi amp bantu ukraina fe ekonomi makin buruk lawan rusia makin hancur ekonomi bagaimana bangkit kalau atas krisis energi alat ukur apa fe tidak,0
01/02/2023 00:12,ekonomi hijau selamat bangsa dari jurang resesi,1
01/02/2023 01:40,resmi tutup said iqbal sebut resesi ekonomi tak hindar,0
01/02/2023 01:48,aku sih percaya mampu perintah indonesia hadap resesi global sudah uji hadap krisis ekonomi dampak covid,1
01/02/2023 02:56,sri mulyani ekonomi global prakira tumbuh lebih lambat akibat resesi as eropa,0
01/02/2023 03:41,faisal basri tumbuh ekonomi indonesia turun terus,0
01/02/2023 03:54,amerika hampir tiap hari bunuh diri ama tembak hutang negara ledak china bebas dapat kekang inflasi tinggi eropa sekarang resesi krisis ekonomi energi negara atheis mana yang damai tentram,0
01/02/2023 04:28,kondisi ekosistem umkm sedang tahap sesuai lingkung eksternal baru apabila resesi ekonomi hantam negara ini dengan keras umkm akan ke survival mode,1
01/02/2023 05:07,lps kira ekonomi indonesia lanjut tumbuh baik meski daya tahan ekonomi indonesia panjang jaga baik harus waspada hadap risiko resesi global sehingga stabilitas kuat pulih ekonomi tetap lanjut,1
01/02/2023 05:20,kata negara resesi ekonomi lemah phk massal harga lambung nyata lembaga negara jadi lembaga magabut bener boros,0
01/02/2023 05:31,ekonomi ri lebih baik indonesia bebas resesi,1
01/02/2023 05:40,salur bansos jadi salah satu instrumen atas ancam resesi ekonomi tahun,1
01/02/2023 06:45,tekan ekonomi global reda jokowi resesi bisa jadi,0
01/02/2023 07:07,salah satu kait inflasi pengaruh ekonomi dunia akan alami resesi bisa picu miskin ganggu stabilitas politik aman,0
01/02/2023 07:23,salah satu kait inflasi pengaruh ekonomi dunia akan alami resesi bisa picu miskin ganggu stabilitas politik aman kanwil kemenkumham kalsel faisol ali,0
01/02/2023 09:04,menkeu sebut indonesia lewat tantang ekonomi global tengah isu resesi,1
01/02/2023 09:30,si goblok jaman sby harus indonesia tumbuh digit malah cuma koq bangga krn gada pandemi kalo resesi cuma amrik subprime mortgage doang sono ajar soal ekonomi makro drruunn,0
01/02/2023 09:35,sri mulyani prediksi ekonomi global lambat tumbuh akibat resesi as eropa,0
01/02/2023 11:11,resesi ekonomi sebab turun belanja konsumen sebab turun dapat bisnis akibat anggar batas dapat sebab stres cemas usaha mungkin harus buat putus sulit,0
01/02/2023 12:25,usaha sekaligus artis nama raffi ahmad tetap optimistis jalan bisnis makan minum food amp beverage amp tengah ramal gelap ekonomi,1
01/02/2023 13:45,sedia perppu terbit banyak kalang nilai dampak resesi global relatif kecil ekonomi negeri,1
01/02/2023 21:47,sri mulyani beri sinyal resesi batal jadi tahun,1
01/02/2023 22:43,mungkin lebih wise utama hadap resesi ekonomi utama eropa pengaruh proyeksi dapat tinggi bunga pinjam lebih banyak regulasi itali dlm kembang stadiun fasilitas hambat maju club,0
01/02/2023 23:00,pandemi covid makin tebal utang perintah kondisi akan bayang wajah ekonomi tahun di tengah potensi jadi resesi,0
01/02/2023 23:38,resesi belum bayang tahun seperti tidak jadi bahkan indonesia prediksi tumbuh atas lebih rata rata tumbuh ekonomi negara baik antara negara gabung atau dunia,1
02/02/2023 00:13,langkah perintah henti ppkm harap makin pacu tumbuh ekonomi tengah ancam resesi global,1
02/02/2023 01:16,perang rusia ukraina tampak kira semua siap hadap mungkin buruk perang dunia atau resesi dunia cukup berat,0
02/02/2023 02:10,kuartal harus hindar resesi nanti ekonomi bantu datang bulan ramadan amp syawal lebaran belanja rumah tangga akan lebih tinggi banding belum,1
02/02/2023 02:35,top news koran rakyat merdeka tekan ekonomi global mulai reda jokowi peluang resesi ada,0
02/02/2023 03:33,tekan ekonomi global reda tekan global dari sisi ekonomi memang reda bukan arti resesi tidak jadi saja kuartal iv memang reda tadi pagi dapat tetap optimis tetap waspada presiden jokowi,1
02/02/2023 03:39,sebab ekonomi indonesia tetap kuat meski badai resesi makin besar,1
02/02/2023 04:08,tumbuh ekonomi ri sangat baik indonesia bebas resesi,1
02/02/2023 07:15,bye resesi amro ramal ekonomi ri tumbuh panjang,1
02/02/2023 07:30,januari februari maret april masa resesi resesi nampak depan mata aku bisa hemat butuh utk diri sendiri tak berapa tapi butuh luar diri amp keluarga luar biasa habis nya uang baru kali resesi ekonomi parah jadi pada,1
02/02/2023 08:10,kepala bidang kabid tenaga kerja erwin nainggolan kuat sektor ekonomi bas rakyat jadi salah satu jurus perintah daerah meminimalisir dampak resesi ekonomi jadi,1
02/02/2023 08:42,tengah resesi ini stabil ekonomi sangat penting ketua kadin,1
02/02/2023 09:12,jumlah negara dunia masuk jurang resesi akibat sulit gera ekonomi,0
02/02/2023 11:25,ini tidak resesi suatu negara kata resesi bila pdb minus kuartal turut turut ini ekonomi ri tumbuh positif atas persen kuartal akhir anggota dpr ri puter komarudin,1
02/02/2023 11:32,klo korupsi jg di jepang korupsi masuk resesi jepang ancam jurang resesi ekonomi minus luas wawas,0
02/02/2023 16:10,resesi ancam negara negara dunia respons itu menteri bumn erick thohir optimistis ekonomi indonesia bisa tumbuh,1
02/02/2023 22:58,berita baik hari yang cerita banyak tentang gagal nato turut imf ekonomi rusia kembali tumbuh tahun barat jatuh dalam resesi barat menang,1
02/02/2023 23:59,tarif pdam alami naik naik padahal konsumsi air terus langgan bayar tidak ngutang kok malah terus naik tarif di tengah badai resesi ekonomi bagaimana islam pandang ini serba serbi mmc,0
03/02/2023 00:12,banyak jadi phk ekonomi alami resesi masyarakat harus pontang panting putar otak bisa tetap hidup ada bijak tarif dasar pdam naik jelas berat warga pdam serba serbi mmc islam kaffah,0
03/02/2023 01:04,diskursus pajak awal baru umum kerja fiskal gembira deret mitigasi terap bijak publik mampu jaga momentum pulih ekonomi sekaligus tahan dampak ikut dari risiko resesi dunia utas,1
03/02/2023 01:06,tarip pdam alami naik sangat berat rakyat ekonomi alami resesi bentuk dzaliman kuasa islam kaffah air milik umum bukan untk jual belikan islam kaffah solusi umat,0
03/02/2023 01:42,indonesia optimis capai luar biasa waspada turut proyeksi imf negara alami resesi tahun itu momentum pulih ekonomi di jaga bagaimana cara,1
03/02/2023 01:43,tengah ancam resesi global ekonomi indonesia jalan baik indonesia mulai pulih ee karena dukung masyarakat apbn jadi instrumen hadap bagai ancam,1
03/02/2023 02:36,investor saran tidak terlalu agresif laku rebalancing portfolio investasi ini ingat ada sentimen lambat ekonomi dunia bahkan resesi global,0
03/02/2023 03:07,resesi dunia ambang pintu erick thohir optimis ekonomi indonesia tumbuh persen,1
